WAGE,AGE,RACE,STATUS,AREA,GENDER,EDUCATION
26000,63,WHITE,MARRIED,URBAN,MALE,16
26000,38,WHITE,MARRIED,RURAL,MALE,16
26000,44,WHITE,SINGLE,RURAL,MALE,14
26000,58,WHITE,MARRIED,URBAN,FEMALE,16
26000,44,WHITE,MARRIED,RURAL,FEMALE,14
26000,40,BlACK,SINGLE,URBAN,FEMALE,16
26000,46,WHITE,MARRIED,RURAL,MALE,14
26000,19,WHITE,SINGLE,URBAN,MALE,0
26000,40,WHITE,SINGLE,URBAN,MALE,8
26000,41,WHITE,MARRIED,URBAN,FEMALE,20
26000,38,BlACK,SINGLE,URBAN,MALE,14
26000,31,WHITE,MARRIED,URBAN,MALE,8
26000,46,WHITE,MARRIED,URBAN,MALE,14
26000,51,WHITE,MARRIED,URBAN,MALE,16
26000,32,WHITE,SINGLE,RURAL,FEMALE,14
26000,37,WHITE,MARRIED,RURAL,FEMALE,14
26000,38,WHITE,SINGLE,URBAN,FEMALE,14
26000,36,WHITE,MARRIED,RURAL,FEMALE,14
26000,40,WHITE,SINGLE,RURAL,FEMALE,16
26000,50,WHITE,MARRIED,RURAL,MALE,14
26000,59,WHITE,MARRIED,URBAN,FEMALE,14
26000,34,BlACK,SINGLE,URBAN,FEMALE,14
26000,20,WHITE,SINGLE,URBAN,MALE,8
26000,27,WHITE,SINGLE,URBAN,MALE,20
26000,31,WHITE,SINGLE,URBAN,FEMALE,8
26000,69,OTHER,MARRIED,URBAN,MALE,16
26000,29,WHITE,MARRIED,URBAN,FEMALE,20
26000,30,BlACK,SINGLE,URBAN,FEMALE,16
26000,43,WHITE,MARRIED,RURAL,MALE,6
26000,35,WHITE,MARRIED,RURAL,MALE,6
26000,35,WHITE,MARRIED,URBAN,MALE,0
26000,28,WHITE,MARRIED,URBAN,MALE,20
26000,46,WHITE,MARRIED,URBAN,MALE,0
26000,34,OTHER,SINGLE,URBAN,MALE,20
26000,22,WHITE,MARRIED,RURAL,MALE,16
26000,37,WHITE,SINGLE,RURAL,FEMALE,16
26000,27,WHITE,MARRIED,RURAL,FEMALE,16
26000,58,BlACK,MARRIED,URBAN,FEMALE,20
26000,39,WHITE,MARRIED,URBAN,MALE,6
26000,28,WHITE,SINGLE,URBAN,MALE,16
26000,57,WHITE,SINGLE,RURAL,FEMALE,20
26000,32,OTHER,MARRIED,RURAL,MALE,0
26000,46,WHITE,SINGLE,URBAN,FEMALE,20
26000,41,WHITE,MARRIED,RURAL,FEMALE,16
26000,29,WHITE,MARRIED,RURAL,MALE,20
26000,29,WHITE,SINGLE,RURAL,MALE,16
26000,46,WHITE,MARRIED,URBAN,FEMALE,14
26000,34,WHITE,SINGLE,URBAN,FEMALE,20
26000,30,OTHER,SINGLE,URBAN,MALE,14
26000,42,WHITE,SINGLE,URBAN,FEMALE,16
26000,36,WHITE,SINGLE,RURAL,FEMALE,20
26000,62,WHITE,SINGLE,URBAN,FEMALE,14
26000,42,WHITE,SINGLE,URBAN,FEMALE,14
26000,19,WHITE,MARRIED,URBAN,MALE,6
26000,43,WHITE,MARRIED,URBAN,MALE,16
26000,29,WHITE,MARRIED,RURAL,MALE,14
26000,38,WHITE,MARRIED,URBAN,FEMALE,16
26000,37,WHITE,MARRIED,URBAN,FEMALE,20
26000,30,WHITE,MARRIED,URBAN,MALE,20
26000,55,OTHER,MARRIED,URBAN,MALE,14
26000,49,OTHER,MARRIED,URBAN,FEMALE,14
26000,26,WHITE,SINGLE,URBAN,MALE,8
26000,25,OTHER,SINGLE,URBAN,FEMALE,14
26000,51,WHITE,MARRIED,RURAL,FEMALE,14
26000,51,WHITE,SINGLE,RURAL,FEMALE,20
26000,51,OTHER,MARRIED,URBAN,FEMALE,14
25959,33,WHITE,MARRIED,RURAL,MALE,14
25847,43,WHITE,MARRIED,URBAN,MALE,14
25800,52,WHITE,SINGLE,URBAN,FEMALE,14
25800,28,WHITE,SINGLE,URBAN,FEMALE,16
25800,29,WHITE,MARRIED,URBAN,MALE,16
25740,35,OTHER,MARRIED,URBAN,FEMALE,14
25600,53,WHITE,SINGLE,URBAN,MALE,8
25600,29,WHITE,SINGLE,URBAN,FEMALE,20
25600,27,WHITE,SINGLE,RURAL,MALE,8
25600,46,WHITE,MARRIED,RURAL,FEMALE,16
25566,60,WHITE,SINGLE,URBAN,FEMALE,16
25500,32,WHITE,SINGLE,URBAN,FEMALE,16
25500,51,WHITE,MARRIED,URBAN,MALE,20
25500,38,WHITE,MARRIED,URBAN,FEMALE,14
25500,39,WHITE,MARRIED,URBAN,FEMALE,20
25500,56,BlACK,MARRIED,RURAL,MALE,14
25500,28,WHITE,MARRIED,URBAN,MALE,20
25480,40,WHITE,MARRIED,URBAN,FEMALE,6
25402,49,WHITE,SINGLE,URBAN,MALE,16
25400,37,BlACK,MARRIED,URBAN,MALE,16
25344,33,WHITE,MARRIED,URBAN,FEMALE,20
25300,51,WHITE,MARRIED,URBAN,FEMALE,14
25272,51,WHITE,MARRIED,RURAL,MALE,14
25260,39,BlACK,SINGLE,RURAL,MALE,16
25248,27,BlACK,SINGLE,URBAN,FEMALE,16
25248,30,BlACK,SINGLE,URBAN,FEMALE,16
25246,49,BlACK,MARRIED,RURAL,FEMALE,14
25225,21,WHITE,MARRIED,URBAN,MALE,14
25221,58,WHITE,SINGLE,RURAL,FEMALE,14
25200,28,WHITE,MARRIED,RURAL,FEMALE,14
25094,35,WHITE,MARRIED,URBAN,MALE,14
25004,45,WHITE,MARRIED,RURAL,FEMALE,14
25003,67,WHITE,MARRIED,RURAL,MALE,14
25001,45,WHITE,SINGLE,URBAN,MALE,20
25000,25,WHITE,MARRIED,URBAN,MALE,20
25000,58,WHITE,MARRIED,RURAL,MALE,6
25000,33,WHITE,SINGLE,URBAN,FEMALE,16
25000,35,WHITE,MARRIED,URBAN,FEMALE,14
25000,40,WHITE,MARRIED,URBAN,FEMALE,16
25000,57,WHITE,SINGLE,URBAN,FEMALE,20
25000,31,WHITE,MARRIED,URBAN,FEMALE,16
25000,42,WHITE,MARRIED,RURAL,FEMALE,16
25000,46,WHITE,SINGLE,RURAL,MALE,14
25000,31,WHITE,MARRIED,RURAL,MALE,14
25000,25,WHITE,SINGLE,RURAL,MALE,14
25000,37,WHITE,SINGLE,URBAN,FEMALE,20
25000,38,WHITE,MARRIED,URBAN,FEMALE,14
25000,45,WHITE,MARRIED,URBAN,MALE,14
25000,34,WHITE,SINGLE,URBAN,FEMALE,14
25000,38,WHITE,SINGLE,URBAN,FEMALE,14
25000,23,WHITE,SINGLE,URBAN,MALE,8
25000,32,WHITE,MARRIED,URBAN,FEMALE,20
25000,48,WHITE,MARRIED,URBAN,FEMALE,16
25000,49,WHITE,MARRIED,URBAN,FEMALE,14
25000,23,WHITE,SINGLE,URBAN,FEMALE,14
25000,29,BlACK,SINGLE,URBAN,FEMALE,16
25000,49,WHITE,MARRIED,URBAN,FEMALE,20
25000,53,WHITE,MARRIED,URBAN,MALE,14
25000,37,WHITE,SINGLE,URBAN,FEMALE,16
25000,45,BlACK,SINGLE,URBAN,FEMALE,20
25000,38,WHITE,MARRIED,URBAN,MALE,12
25000,34,WHITE,MARRIED,URBAN,MALE,0
25000,31,WHITE,SINGLE,URBAN,MALE,16
25000,50,WHITE,MARRIED,URBAN,MALE,20
25000,26,BlACK,SINGLE,URBAN,MALE,14
25000,30,WHITE,SINGLE,URBAN,FEMALE,14
25000,30,OTHER,MARRIED,URBAN,FEMALE,14
25000,40,BlACK,MARRIED,URBAN,FEMALE,16
25000,64,WHITE,SINGLE,URBAN,MALE,14
25000,50,WHITE,MARRIED,URBAN,FEMALE,14
25000,31,WHITE,MARRIED,URBAN,MALE,20
25000,45,WHITE,SINGLE,URBAN,FEMALE,16
25000,37,WHITE,SINGLE,URBAN,FEMALE,16
25000,50,WHITE,MARRIED,URBAN,MALE,20
25000,42,WHITE,MARRIED,URBAN,FEMALE,20
25000,52,WHITE,MARRIED,URBAN,FEMALE,16
25000,27,WHITE,SINGLE,URBAN,MALE,20
25000,31,WHITE,MARRIED,URBAN,MALE,14
25000,59,WHITE,MARRIED,URBAN,FEMALE,20
25000,31,WHITE,SINGLE,URBAN,MALE,14
25000,53,WHITE,MARRIED,URBAN,FEMALE,8
25000,46,BlACK,SINGLE,URBAN,FEMALE,14
25000,34,BlACK,SINGLE,URBAN,MALE,14
25000,27,WHITE,MARRIED,URBAN,MALE,16
25000,40,WHITE,MARRIED,URBAN,FEMALE,20
25000,55,WHITE,MARRIED,URBAN,MALE,14
25000,56,WHITE,MARRIED,URBAN,FEMALE,14
25000,59,WHITE,SINGLE,URBAN,FEMALE,12
25000,29,OTHER,MARRIED,URBAN,FEMALE,20
25000,67,WHITE,MARRIED,URBAN,MALE,20
25000,63,BlACK,SINGLE,URBAN,MALE,14
25000,38,WHITE,SINGLE,URBAN,MALE,14
25000,43,WHITE,MARRIED,URBAN,FEMALE,16
25000,26,WHITE,MARRIED,URBAN,MALE,14
25000,42,WHITE,MARRIED,URBAN,FEMALE,12
25000,28,WHITE,MARRIED,RURAL,FEMALE,16
25000,24,WHITE,SINGLE,RURAL,MALE,16
25000,32,WHITE,MARRIED,RURAL,FEMALE,16
25000,47,WHITE,MARRIED,URBAN,MALE,16
25000,36,WHITE,MARRIED,URBAN,FEMALE,16
25000,47,BlACK,SINGLE,URBAN,FEMALE,16
25000,50,BlACK,SINGLE,URBAN,MALE,14
25000,46,WHITE,MARRIED,URBAN,MALE,14
25000,55,BlACK,MARRIED,URBAN,FEMALE,14
25000,32,BlACK,SINGLE,URBAN,FEMALE,20
25000,46,WHITE,MARRIED,URBAN,FEMALE,0
25000,50,WHITE,MARRIED,URBAN,FEMALE,14
25000,25,WHITE,SINGLE,URBAN,FEMALE,20
25000,35,WHITE,MARRIED,URBAN,FEMALE,20
25000,52,WHITE,MARRIED,URBAN,MALE,16
25000,23,WHITE,SINGLE,URBAN,FEMALE,16
25000,26,WHITE,MARRIED,URBAN,MALE,14
25000,33,WHITE,MARRIED,URBAN,FEMALE,16
25000,41,WHITE,MARRIED,URBAN,MALE,20
25000,37,WHITE,MARRIED,URBAN,FEMALE,20
25000,40,WHITE,SINGLE,URBAN,MALE,16
25000,57,WHITE,MARRIED,RURAL,FEMALE,12
25000,61,WHITE,SINGLE,RURAL,FEMALE,16
25000,40,WHITE,MARRIED,URBAN,FEMALE,14
25000,55,WHITE,SINGLE,RURAL,FEMALE,14
25000,26,WHITE,SINGLE,RURAL,FEMALE,14
25000,24,WHITE,MARRIED,RURAL,MALE,16
25000,32,WHITE,MARRIED,RURAL,MALE,16
25000,43,WHITE,MARRIED,URBAN,MALE,14
25000,49,WHITE,SINGLE,URBAN,FEMALE,14
25000,41,WHITE,MARRIED,URBAN,FEMALE,16
25000,33,WHITE,MARRIED,RURAL,FEMALE,20
25000,46,WHITE,MARRIED,RURAL,FEMALE,16
25000,23,WHITE,SINGLE,URBAN,MALE,16
25000,38,WHITE,SINGLE,URBAN,MALE,14
25000,26,WHITE,SINGLE,URBAN,FEMALE,20
25000,45,WHITE,MARRIED,URBAN,FEMALE,20
25000,38,WHITE,MARRIED,RURAL,MALE,14
25000,45,WHITE,SINGLE,URBAN,MALE,16
25000,59,WHITE,MARRIED,URBAN,FEMALE,20
25000,44,WHITE,SINGLE,RURAL,FEMALE,14
25000,35,WHITE,MARRIED,RURAL,MALE,14
25000,46,WHITE,MARRIED,URBAN,MALE,14
25000,47,WHITE,MARRIED,URBAN,MALE,14
25000,29,WHITE,SINGLE,URBAN,FEMALE,20
25000,27,WHITE,MARRIED,RURAL,MALE,20
25000,52,WHITE,MARRIED,RURAL,MALE,20
25000,29,WHITE,SINGLE,RURAL,MALE,20
25000,29,WHITE,SINGLE,URBAN,FEMALE,16
25000,33,WHITE,MARRIED,URBAN,FEMALE,16
25000,45,WHITE,SINGLE,URBAN,FEMALE,14
25000,35,WHITE,MARRIED,URBAN,MALE,20
25000,49,WHITE,MARRIED,URBAN,FEMALE,16
25000,41,WHITE,MARRIED,URBAN,FEMALE,20
25000,37,OTHER,MARRIED,URBAN,MALE,6
25000,43,WHITE,MARRIED,URBAN,MALE,8
25000,23,WHITE,SINGLE,URBAN,MALE,14
25000,35,WHITE,MARRIED,URBAN,FEMALE,20
25000,44,WHITE,SINGLE,URBAN,FEMALE,16
25000,52,BlACK,SINGLE,URBAN,FEMALE,14
25000,31,WHITE,MARRIED,URBAN,FEMALE,16
25000,42,WHITE,MARRIED,RURAL,FEMALE,20
25000,28,BlACK,SINGLE,URBAN,FEMALE,20
25000,46,BlACK,SINGLE,URBAN,MALE,14
25000,57,WHITE,MARRIED,URBAN,MALE,14
25000,24,WHITE,MARRIED,URBAN,MALE,16
25000,52,BlACK,SINGLE,URBAN,FEMALE,20
25000,49,BlACK,SINGLE,URBAN,FEMALE,12
25000,43,OTHER,SINGLE,URBAN,MALE,14
25000,40,BlACK,SINGLE,URBAN,MALE,14
25000,24,WHITE,SINGLE,URBAN,MALE,14
25000,25,WHITE,SINGLE,URBAN,FEMALE,20
25000,37,BlACK,SINGLE,URBAN,MALE,16
25000,45,BlACK,SINGLE,URBAN,FEMALE,16
25000,27,WHITE,SINGLE,RURAL,FEMALE,20
25000,39,WHITE,MARRIED,RURAL,MALE,14
25000,38,WHITE,MARRIED,RURAL,FEMALE,16
25000,49,WHITE,SINGLE,URBAN,FEMALE,14
25000,38,BlACK,MARRIED,URBAN,FEMALE,16
25000,36,WHITE,MARRIED,URBAN,FEMALE,14
25000,26,WHITE,MARRIED,URBAN,FEMALE,20
25000,26,BlACK,MARRIED,URBAN,MALE,16
25000,50,WHITE,MARRIED,RURAL,MALE,16
25000,43,WHITE,SINGLE,RURAL,FEMALE,14
25000,30,BlACK,SINGLE,RURAL,MALE,14
25000,35,BlACK,MARRIED,URBAN,FEMALE,14
25000,39,BlACK,MARRIED,URBAN,FEMALE,20
25000,48,WHITE,MARRIED,RURAL,FEMALE,6
25000,59,BlACK,MARRIED,URBAN,MALE,6
25000,57,WHITE,SINGLE,URBAN,FEMALE,16
25000,27,WHITE,SINGLE,URBAN,MALE,16
25000,44,WHITE,MARRIED,URBAN,MALE,20
25000,28,WHITE,SINGLE,URBAN,MALE,16
25000,47,WHITE,SINGLE,URBAN,MALE,16
25000,51,WHITE,SINGLE,URBAN,FEMALE,14
25000,21,WHITE,SINGLE,URBAN,MALE,0
25000,40,WHITE,MARRIED,URBAN,FEMALE,20
25000,33,WHITE,SINGLE,URBAN,FEMALE,14
25000,48,WHITE,MARRIED,URBAN,FEMALE,20
25000,26,WHITE,SINGLE,URBAN,FEMALE,20
25000,65,WHITE,SINGLE,URBAN,FEMALE,14
25000,38,WHITE,MARRIED,URBAN,FEMALE,16
25000,40,WHITE,MARRIED,URBAN,MALE,14
25000,65,WHITE,MARRIED,URBAN,MALE,0
25000,30,BlACK,MARRIED,RURAL,MALE,16
25000,38,WHITE,MARRIED,RURAL,FEMALE,14
25000,45,WHITE,MARRIED,RURAL,MALE,20
25000,29,WHITE,SINGLE,RURAL,MALE,14
25000,41,BlACK,SINGLE,URBAN,FEMALE,16
25000,48,WHITE,MARRIED,URBAN,MALE,14
25000,37,WHITE,SINGLE,URBAN,MALE,14
25000,36,BlACK,MARRIED,URBAN,FEMALE,20
25000,50,WHITE,MARRIED,RURAL,MALE,14
25000,42,BlACK,SINGLE,URBAN,FEMALE,16
25000,37,BlACK,MARRIED,URBAN,FEMALE,16
25000,26,WHITE,MARRIED,URBAN,MALE,16
25000,30,WHITE,MARRIED,URBAN,MALE,12
25000,27,WHITE,MARRIED,RURAL,FEMALE,16
25000,29,WHITE,MARRIED,URBAN,MALE,14
25000,41,WHITE,SINGLE,RURAL,FEMALE,16
25000,51,WHITE,SINGLE,RURAL,FEMALE,16
25000,43,WHITE,MARRIED,RURAL,FEMALE,20
25000,30,WHITE,SINGLE,URBAN,FEMALE,16
25000,43,BlACK,SINGLE,URBAN,FEMALE,16
25000,39,WHITE,SINGLE,URBAN,MALE,14
25000,27,WHITE,MARRIED,URBAN,MALE,12
25000,33,WHITE,SINGLE,URBAN,MALE,16
25000,46,WHITE,MARRIED,URBAN,FEMALE,16
25000,37,WHITE,SINGLE,RURAL,FEMALE,16
25000,31,WHITE,SINGLE,URBAN,FEMALE,16
25000,33,WHITE,MARRIED,URBAN,MALE,20
25000,48,WHITE,SINGLE,URBAN,FEMALE,14
25000,51,OTHER,MARRIED,URBAN,MALE,0
25000,22,BlACK,MARRIED,URBAN,FEMALE,16
25000,38,WHITE,MARRIED,URBAN,FEMALE,14
25000,41,OTHER,MARRIED,URBAN,FEMALE,14
25000,51,WHITE,SINGLE,URBAN,MALE,14
25000,29,WHITE,MARRIED,URBAN,FEMALE,14
25000,49,WHITE,MARRIED,URBAN,MALE,0
25000,39,WHITE,MARRIED,URBAN,FEMALE,20
25000,60,WHITE,MARRIED,RURAL,MALE,14
25000,44,WHITE,SINGLE,RURAL,FEMALE,14
25000,45,WHITE,MARRIED,RURAL,FEMALE,16
25000,34,WHITE,MARRIED,RURAL,MALE,20
25000,28,WHITE,SINGLE,RURAL,MALE,16
25000,44,WHITE,SINGLE,URBAN,FEMALE,14
25000,36,WHITE,MARRIED,RURAL,FEMALE,14
25000,20,WHITE,MARRIED,URBAN,FEMALE,14
25000,49,WHITE,MARRIED,URBAN,FEMALE,16
25000,38,WHITE,MARRIED,RURAL,MALE,16
25000,32,WHITE,MARRIED,RURAL,FEMALE,14
25000,48,WHITE,MARRIED,RURAL,FEMALE,16
25000,38,WHITE,MARRIED,URBAN,FEMALE,20
25000,60,WHITE,MARRIED,RURAL,MALE,12
25000,51,WHITE,MARRIED,URBAN,FEMALE,14
25000,25,WHITE,SINGLE,RURAL,MALE,20
25000,44,BlACK,SINGLE,URBAN,MALE,14
25000,22,WHITE,MARRIED,URBAN,FEMALE,16
25000,40,WHITE,MARRIED,URBAN,FEMALE,0
25000,22,WHITE,SINGLE,URBAN,MALE,14
25000,43,WHITE,SINGLE,URBAN,MALE,14
25000,19,BlACK,SINGLE,URBAN,FEMALE,14
25000,26,WHITE,MARRIED,URBAN,MALE,12
25000,54,WHITE,MARRIED,URBAN,FEMALE,12
25000,27,WHITE,MARRIED,URBAN,MALE,14
25000,43,WHITE,SINGLE,URBAN,MALE,16
25000,32,OTHER,SINGLE,URBAN,MALE,16
25000,34,WHITE,SINGLE,URBAN,MALE,20
25000,26,WHITE,MARRIED,URBAN,MALE,0
25000,66,WHITE,SINGLE,URBAN,FEMALE,14
25000,46,OTHER,MARRIED,URBAN,FEMALE,6
25000,32,OTHER,SINGLE,URBAN,MALE,14
25000,42,OTHER,MARRIED,URBAN,MALE,14
25000,24,WHITE,SINGLE,URBAN,MALE,14
25000,56,OTHER,MARRIED,URBAN,MALE,14
25000,47,WHITE,MARRIED,URBAN,FEMALE,16
25000,55,WHITE,SINGLE,URBAN,FEMALE,14
25000,45,WHITE,MARRIED,URBAN,FEMALE,8
25000,40,WHITE,MARRIED,URBAN,FEMALE,14
25000,54,WHITE,MARRIED,URBAN,FEMALE,14
25000,52,WHITE,MARRIED,URBAN,MALE,14
25000,46,WHITE,MARRIED,URBAN,FEMALE,14
25000,49,BlACK,MARRIED,URBAN,MALE,14
25000,50,BlACK,MARRIED,URBAN,MALE,16
25000,29,WHITE,SINGLE,URBAN,FEMALE,16
25000,53,WHITE,MARRIED,URBAN,MALE,0
25000,24,WHITE,SINGLE,URBAN,MALE,16
25000,43,BlACK,SINGLE,URBAN,FEMALE,20
25000,33,WHITE,MARRIED,URBAN,MALE,16
25000,42,WHITE,MARRIED,URBAN,FEMALE,16
25000,33,WHITE,MARRIED,URBAN,MALE,0
25000,30,BlACK,SINGLE,URBAN,FEMALE,20
25000,44,WHITE,SINGLE,URBAN,MALE,20
25000,47,OTHER,SINGLE,URBAN,FEMALE,20
25000,20,BlACK,SINGLE,URBAN,FEMALE,14
25000,50,WHITE,MARRIED,URBAN,MALE,16
25000,51,BlACK,SINGLE,URBAN,FEMALE,16
25000,30,OTHER,SINGLE,URBAN,MALE,14
25000,43,WHITE,SINGLE,RURAL,MALE,16
25000,41,OTHER,MARRIED,URBAN,MALE,14
25000,50,OTHER,MARRIED,URBAN,FEMALE,16
25000,56,OTHER,MARRIED,URBAN,MALE,16
25000,62,OTHER,MARRIED,URBAN,FEMALE,14
25000,42,OTHER,SINGLE,URBAN,MALE,16
25000,31,OTHER,MARRIED,RURAL,MALE,16
25000,39,OTHER,SINGLE,RURAL,MALE,20
24960,42,BlACK,MARRIED,URBAN,MALE,14
24960,50,WHITE,MARRIED,URBAN,FEMALE,14
24960,38,WHITE,MARRIED,URBAN,MALE,20
24960,31,WHITE,MARRIED,URBAN,MALE,12
24960,58,OTHER,MARRIED,RURAL,MALE,14
24960,57,OTHER,MARRIED,URBAN,FEMALE,14
24960,48,WHITE,MARRIED,RURAL,MALE,16
24960,40,OTHER,MARRIED,URBAN,FEMALE,16
24960,19,WHITE,SINGLE,RURAL,FEMALE,14
24952,43,WHITE,SINGLE,RURAL,FEMALE,14
24900,21,WHITE,SINGLE,URBAN,MALE,14
24800,38,WHITE,SINGLE,URBAN,FEMALE,14
24800,39,WHITE,MARRIED,RURAL,FEMALE,14
24727,42,WHITE,SINGLE,URBAN,MALE,20
24700,38,BlACK,SINGLE,URBAN,MALE,14
24648,34,WHITE,SINGLE,URBAN,FEMALE,16
24600,55,WHITE,MARRIED,URBAN,FEMALE,20
24600,48,WHITE,MARRIED,URBAN,FEMALE,16
24596,40,WHITE,MARRIED,URBAN,FEMALE,16
24570,32,WHITE,SINGLE,RURAL,MALE,14
24570,31,OTHER,MARRIED,URBAN,MALE,14
24509,53,WHITE,SINGLE,RURAL,FEMALE,14
24500,36,WHITE,SINGLE,RURAL,FEMALE,14
24500,53,WHITE,SINGLE,RURAL,FEMALE,20
24500,43,WHITE,MARRIED,RURAL,FEMALE,20
24470,23,WHITE,SINGLE,URBAN,MALE,20
24466,41,BlACK,MARRIED,URBAN,FEMALE,14
24466,37,OTHER,SINGLE,URBAN,FEMALE,16
24440,39,WHITE,SINGLE,URBAN,MALE,14
24400,43,WHITE,MARRIED,RURAL,FEMALE,14
24400,24,BlACK,SINGLE,URBAN,FEMALE,14
24300,22,WHITE,MARRIED,URBAN,MALE,14
24260,27,WHITE,SINGLE,URBAN,MALE,14
24255,49,WHITE,MARRIED,URBAN,FEMALE,16
24252,20,WHITE,SINGLE,RURAL,MALE,14
24200,31,WHITE,SINGLE,URBAN,FEMALE,16
24000,41,WHITE,MARRIED,URBAN,FEMALE,20
24000,29,WHITE,MARRIED,URBAN,FEMALE,20
24000,49,OTHER,MARRIED,URBAN,MALE,14
24000,40,WHITE,SINGLE,URBAN,FEMALE,14
24000,67,WHITE,MARRIED,RURAL,MALE,14
24000,42,WHITE,SINGLE,RURAL,FEMALE,14
24000,38,WHITE,SINGLE,RURAL,FEMALE,14
24000,49,WHITE,MARRIED,RURAL,MALE,14
24000,53,WHITE,MARRIED,URBAN,MALE,16
24000,28,WHITE,SINGLE,RURAL,FEMALE,16
24000,40,WHITE,SINGLE,RURAL,MALE,14
24000,32,WHITE,MARRIED,URBAN,FEMALE,14
24000,29,WHITE,MARRIED,URBAN,MALE,16
24000,31,WHITE,MARRIED,URBAN,MALE,16
24000,57,WHITE,MARRIED,URBAN,MALE,0
24000,38,WHITE,MARRIED,URBAN,FEMALE,20
24000,60,WHITE,MARRIED,URBAN,FEMALE,16
24000,55,WHITE,MARRIED,URBAN,FEMALE,14
24000,31,BlACK,SINGLE,URBAN,MALE,14
24000,60,WHITE,SINGLE,URBAN,FEMALE,0
24000,40,WHITE,SINGLE,URBAN,MALE,14
24000,26,WHITE,MARRIED,URBAN,FEMALE,16
24000,38,WHITE,SINGLE,URBAN,FEMALE,16
24000,34,OTHER,MARRIED,URBAN,FEMALE,14
24000,34,OTHER,SINGLE,URBAN,FEMALE,14
24000,44,WHITE,MARRIED,URBAN,MALE,14
24000,32,WHITE,MARRIED,URBAN,MALE,14
24000,31,WHITE,SINGLE,URBAN,FEMALE,16
24000,52,BlACK,SINGLE,URBAN,FEMALE,20
24000,49,BlACK,MARRIED,URBAN,FEMALE,14
24000,35,WHITE,MARRIED,URBAN,FEMALE,20
24000,29,WHITE,SINGLE,URBAN,FEMALE,20
24000,42,BlACK,SINGLE,URBAN,FEMALE,14
24000,39,WHITE,MARRIED,URBAN,FEMALE,14
24000,42,BlACK,MARRIED,URBAN,MALE,14
24000,68,WHITE,MARRIED,URBAN,MALE,14
24000,25,WHITE,SINGLE,URBAN,FEMALE,20
24000,25,WHITE,SINGLE,URBAN,MALE,16
24000,31,WHITE,MARRIED,URBAN,MALE,16
24000,27,WHITE,SINGLE,URBAN,MALE,16
24000,34,WHITE,MARRIED,URBAN,MALE,14
24000,57,WHITE,MARRIED,URBAN,FEMALE,14
24000,36,WHITE,MARRIED,URBAN,MALE,0
24000,53,WHITE,MARRIED,URBAN,FEMALE,20
24000,27,WHITE,MARRIED,RURAL,FEMALE,14
24000,32,WHITE,MARRIED,RURAL,FEMALE,14
24000,33,WHITE,MARRIED,URBAN,FEMALE,16
24000,29,OTHER,SINGLE,URBAN,MALE,16
24000,34,WHITE,MARRIED,URBAN,MALE,14
24000,39,WHITE,SINGLE,URBAN,FEMALE,14
24000,26,WHITE,SINGLE,URBAN,MALE,14
24000,26,WHITE,MARRIED,URBAN,FEMALE,14
24000,28,WHITE,SINGLE,RURAL,FEMALE,16
24000,42,WHITE,MARRIED,RURAL,FEMALE,16
24000,28,WHITE,MARRIED,RURAL,FEMALE,14
24000,61,WHITE,SINGLE,RURAL,FEMALE,14
24000,41,WHITE,MARRIED,URBAN,MALE,20
24000,31,WHITE,MARRIED,RURAL,FEMALE,14
24000,45,WHITE,MARRIED,RURAL,FEMALE,14
24000,61,WHITE,MARRIED,URBAN,FEMALE,14
24000,45,WHITE,MARRIED,RURAL,MALE,14
24000,50,WHITE,SINGLE,URBAN,FEMALE,20
24000,38,WHITE,SINGLE,RURAL,FEMALE,14
24000,59,WHITE,SINGLE,URBAN,FEMALE,20
24000,29,OTHER,SINGLE,URBAN,FEMALE,16
24000,44,WHITE,MARRIED,URBAN,FEMALE,16
24000,26,WHITE,MARRIED,URBAN,FEMALE,16
24000,32,WHITE,MARRIED,RURAL,MALE,14
24000,28,WHITE,MARRIED,RURAL,FEMALE,16
24000,28,WHITE,SINGLE,RURAL,MALE,12
24000,59,WHITE,MARRIED,URBAN,MALE,14
24000,34,WHITE,MARRIED,URBAN,FEMALE,14
24000,19,BlACK,SINGLE,URBAN,FEMALE,14
24000,21,WHITE,MARRIED,RURAL,MALE,14
24000,41,WHITE,MARRIED,URBAN,MALE,16
24000,35,BlACK,MARRIED,URBAN,MALE,12
24000,36,OTHER,MARRIED,URBAN,MALE,16
24000,30,WHITE,SINGLE,URBAN,MALE,14
24000,67,WHITE,MARRIED,RURAL,MALE,20
24000,37,WHITE,MARRIED,URBAN,FEMALE,14
24000,43,BlACK,MARRIED,URBAN,MALE,14
24000,37,WHITE,MARRIED,RURAL,FEMALE,14
24000,47,WHITE,SINGLE,URBAN,MALE,20
24000,32,WHITE,MARRIED,RURAL,MALE,8
24000,43,WHITE,SINGLE,URBAN,FEMALE,14
24000,49,BlACK,SINGLE,URBAN,FEMALE,20
24000,28,WHITE,SINGLE,URBAN,MALE,16
24000,28,WHITE,MARRIED,URBAN,MALE,0
24000,31,BlACK,MARRIED,URBAN,MALE,20
24000,47,WHITE,MARRIED,RURAL,FEMALE,14
24000,27,WHITE,MARRIED,RURAL,FEMALE,16
24000,35,WHITE,SINGLE,URBAN,FEMALE,16
24000,20,WHITE,SINGLE,URBAN,FEMALE,0
24000,40,BlACK,SINGLE,RURAL,FEMALE,16
